Date,Open,High,Low,Close ,Adj Close ,Volume
,,,,Close price adjusted for splits.,Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,
18-Feb-25,736,737,706.44,716.37,713.51,"21,938,700"
14-Feb-25,726.14,740.91,725.62,736.67,733.73,"16,901,200"
13-Feb-25,721.52,729,718.04,728.56,725.65,"12,569,100"
12-Feb-25,715.3,727.1,712.6,725.38,722.48,"12,016,500"
11-Feb-25,713.32,723.66,710.04,719.8,716.92,"12,998,000"
10-Feb-25,718.56,721.2,711.33,717.4,714.53,"12,904,300"
7-Feb-25,716.8,725.01,711.75,714.52,711.66,"16,427,100"
6-Feb-25,705.88,718.9,703.5,711.99,709.14,"13,080,700"
5-Feb-25,703.55,718.14,699.01,704.87,702.05,"17,778,200"
4-Feb-25,702.5,707.71,691.61,704.19,701.38,"13,826,300"
3-Feb-25,675.91,704,675.25,697.46,694.67,"21,415,700"
31-Jan-25,691,705.3,685.58,689.18,686.43,"19,303,900"
30-Jan-25,696.82,710.79,676.1,687,684.25,"29,322,900"
29-Jan-25,675,681.05,665.67,676.49,673.79,"21,377,800"
28-Jan-25,666,682.58,659.47,674.33,671.64,"20,950,100"
27-Jan-25,626.61,663.87,625.1,659.88,657.24,"28,399,200"
24-Jan-25,636.4,652,634.2,647.49,644.9,"19,065,300"
23-Jan-25,627.36,636.6,621.15,636.45,633.91,"9,910,200"
22-Jan-25,623.3,633.7,619.43,623.5,621.01,"12,274,000"
21-Jan-25,617.83,621.5,609.01,616.46,614,"11,674,000"
17-Jan-25,624.05,624.97,603.67,612.77,610.32,"17,280,600"
16-Jan-25,611.5,616.25,609.71,611.3,608.86,"8,355,300"
15-Jan-25,610.21,622.46,606.5,617.12,614.65,"15,524,300"
14-Jan-25,605.07,605.49,588.55,594.25,591.88,"13,598,000"
13-Jan-25,607.1,608.97,598.45,608.33,605.9,"10,785,000"
10-Jan-25,610.03,629.91,597.34,615.86,613.4,"19,256,600"
8-Jan-25,613.4,616.44,602.79,610.72,608.28,"10,085,800"
7-Jan-25,631.7,632.1,608.23,617.89,615.42,"12,071,500"
6-Jan-25,611.83,630.99,605.62,630.2,627.68,"14,560,800"
3-Jan-25,604.76,609.5,596.41,604.63,602.21,"11,436,800"
2-Jan-25,589.72,604.91,587.82,599.24,596.85,"12,682,300"
31-Dec-24,592.27,593.97,583.85,585.51,583.17,"6,019,500"
30-Dec-24,588.75,596.94,585.58,591.24,588.88,"7,025,900"
27-Dec-24,599.41,601.85,589.8,599.81,597.41,"8,084,200"
26-Dec-24,605.48,606.3,598.94,603.35,600.94,"6,081,400"
24-Dec-24,602.72,607.99,599.28,607.75,605.32,"4,726,100"
23-Dec-24,589.6,601.09,586.25,599.85,597.45,"10,205,800"
20-Dec-24,590.58,603.11,580,585.25,582.91,"48,989,400"
19-Dec-24,610.39,611.52,595,595.57,593.19,"14,958,100"
18-Dec-24,621,627.36,596.32,597.19,594.8,"17,075,500"
17-Dec-24,626.17,632.37,616.54,619.44,616.96,"12,897,800"
16-Dec-24,0.5 Dividend ,,,,,
,Dividends on any given ex-date include regular and any special dividends,,,,,
16-Dec-24,629.98,631.15,618.58,624.24,621.75,"10,885,600"
13-Dec-24,627.22,631.08,616.89,620.35,617.37,"8,453,300"
12-Dec-24,631.5,636.66,627.21,630.79,627.76,"7,474,700"
11-Dec-24,623.37,638.4,621.53,632.68,629.64,"10,837,200"
10-Dec-24,617.56,625.59,612.74,619.32,616.35,"10,938,900"
9-Dec-24,623.92,626.4,606.17,613.57,610.63,"11,426,000"
6-Dec-24,610.1,629.79,608.53,623.77,620.78,"16,935,500"
5-Dec-24,617.08,619.9,607.05,608.93,606.01,"8,081,200"
4-Dec-24,612.96,617.78,605.1,613.78,610.83,"14,697,000"
3-Dec-24,595,614.2,591.25,613.65,610.71,"14,907,200"
2-Dec-24,577.5,594.5,575.57,592.83,589.99,"12,522,400"
29-Nov-24,569,578.46,566.9,574.32,571.56,"7,130,500"
27-Nov-24,574.89,574.98,564.1,569.2,566.47,"7,200,200"
26-Nov-24,566,577.5,565.2,573.54,570.79,"10,356,600"
25-Nov-24,562.1,572.59,556.39,565.11,562.4,"13,599,800"
22-Nov-24,563.55,563.83,554.59,559.14,556.46,"9,164,000"
21-Nov-24,569.52,570,549.05,563.09,560.39,"11,154,700"
20-Nov-24,562.93,566.35,554.2,565.52,562.81,"9,797,300"
19-Nov-24,551.86,561.43,550.6,561.09,558.4,"9,522,400"
18-Nov-24,557.04,559.9,550.09,554.4,551.74,"14,327,300"
15-Nov-24,571.22,572.57,551.5,554.08,551.42,"17,712,900"
14-Nov-24,577,580.76,573.01,577.16,574.39,"11,053,700"
13-Nov-24,582.61,585.64,575.17,580,577.22,"10,757,600"
12-Nov-24,588.54,599.66,580.38,584.82,582.01,"16,287,700"
11-Nov-24,586.36,587,576.51,583.17,580.37,"10,209,100"
8-Nov-24,591.54,593.1,584.52,589.34,586.51,"9,415,700"
7-Nov-24,576.89,594.8,575.21,591.7,588.86,"14,653,700"
6-Nov-24,562.75,573,555.17,572.05,569.3,"18,305,400"
5-Nov-24,567.3,573.48,566.67,572.43,569.68,"9,775,400"
4-Nov-24,564.1,568.69,557.89,560.68,557.99,"12,064,600"
1-Nov-24,567.61,573.67,562.56,567.16,564.44,"15,303,200"
31-Oct-24,585,589.9,563.01,567.58,564.86,"26,838,400"
30-Oct-24,600.98,601.2,589.38,591.8,588.96,"26,864,900"
29-Oct-24,580.15,593.67,575.4,593.28,590.43,"13,019,100"
28-Oct-24,582,583.75,574.12,578.16,575.39,"10,925,100"
25-Oct-24,573.93,581.29,571.72,573.25,570.5,"11,337,900"
24-Oct-24,567.13,568.88,561.52,567.78,565.06,"7,184,700"
23-Oct-24,579.97,585,562.5,563.69,560.98,"14,248,400"
22-Oct-24,574.29,583.53,572.12,582.01,579.22,"8,544,500"
21-Oct-24,576.03,577.24,569.11,575.16,572.4,"8,171,900"
18-Oct-24,581.1,583.97,575.25,576.47,573.7,"7,694,300"
17-Oct-24,583.33,584.97,575.2,576.93,574.16,"8,701,200"
16-Oct-24,581.4,582.08,574.03,576.79,574.02,"11,268,400"
15-Oct-24,590.16,590.61,580.14,586.27,583.46,"9,564,200"
14-Oct-24,594.22,600.1,589.96,590.42,587.59,"8,252,000"
11-Oct-24,584.83,591.21,582.71,589.95,587.12,"8,587,100"
10-Oct-24,587.57,590.23,582.52,583.83,581.03,"7,740,400"
9-Oct-24,593.99,594.39,581.61,590.51,587.68,"9,529,700"
8-Oct-24,589.69,593.56,585.97,592.89,590.04,"7,857,400"
7-Oct-24,598.22,602.95,584.04,584.78,581.97,"12,014,200"
4-Oct-24,583.73,596.85,581.43,595.94,593.08,"14,169,500"
3-Oct-24,570.15,583.36,568.73,582.77,579.97,"11,581,000"
2-Oct-24,574.86,576,569.34,572.81,570.06,"6,524,700"
1-Oct-24,577.98,583.04,570.1,576.47,573.7,"15,259,300"
30-Sep-24,567.7,574.68,564.8,572.44,569.69,"12,792,300"
27-Sep-24,570.1,570.84,564.51,567.36,564.64,"9,398,400"
26-Sep-24,575.73,577.4,562.35,567.84,565.11,"14,400,800"
25-Sep-24,564.05,576.88,563.72,568.31,565.58,"16,543,400"
24-Sep-24,566.68,567.75,554.19,563.33,560.63,"12,993,000"
23-Sep-24,569.5,573.98,562.41,564.41,561.7,"12,830,700"
20-Sep-24,560,564.5,556.3,561.35,558.66,"22,066,800"
19-Sep-24,550,562.07,546.52,559.1,556.42,"15,647,000"
18-Sep-24,537.07,544.2,533.9,537.95,535.37,"10,323,500"
17-Sep-24,537.6,542.1,530.57,536.32,533.75,"11,690,800"
16-Sep-24,0.5 Dividend ,,,,,
,Dividends on any given ex-date include regular and any special dividends,,,,,
